sender,sender_type,sender_id,timestamp,meta,,Provo_ID,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,music_genres,offensiveness,pleasantness,position_correct,preference,response,response_action,song_name,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,3_0_1_34,2021-03-07T12:58:45.261Z,,,2,,,,,,343.1090000542754,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- sunspots. --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,67929.54000004102,67928.65500005428,67568.925,67569.94499999564,67585.546,67935.76,,34,sunspots.
screen,html.Screen,3_0_1_35,2021-03-07T12:58:45.653Z,,,2,,,,,,384.96499999777006,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- He<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,68321.62000006065,68320.72499999776,67919.126,67929.79500000365,67935.76,68336.043,,35,He
screen,html.Screen,3_0_1_36,2021-03-07T12:58:46.077Z,,,2,,,,,,408.5420000949525,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>jotted - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,68745.38500001654,68744.58500009496,68319.409,68321.86500006355,68336.043,68752.801,,36,jotted
screen,html.Screen,3_0_1_37,2021-03-07T12:58:46.517Z,,,2,,,,,,431.97900001049857,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ a ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,69185.5800000485,69184.7800000105,68736.34,68745.62500009779,68752.801,69203.271,,37,a
screen,html.Screen,3_0_1_38,2021-03-07T12:58:46.941Z,,,2,,,,,,405.21900001326867,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - note -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,69609.30500004906,69608.49000001326,69169.966,69185.82000001334,69203.271,69620.161,,38,note
screen,html.Screen,3_0_1_39,2021-03-07T12:58:47.293Z,,,2,,,,,,340.2740000154299,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- in --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,69961.21000009589,69960.43500001542,69603.58,69609.55000005197,69620.161,69970.4,,39,in
screen,html.Screen,3_0_1_40,2021-03-07T12:58:47.677Z,,,2,,,,,,373.97000006437884,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- his ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,70345.20500001963,70344.37000006437,69953.792,69961.46500005852,69970.4,70353.923,,40,his
screen,html.Screen,3_0_1_41,2021-03-07T12:58:48.100Z,,,2,,,,,,414.3070000451553,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- painstaking ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,70769.0350000048,70768.23000004515,70337.382,70345.45000002254,70353.923,70770.927,,41,painstaking
screen,html.Screen,3_0_1_42,2021-03-07T12:58:48.533Z,,,2,,,,,,429.3280000324885,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- record. ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,71201.1300000595,71200.25500003248,70754.324,70769.27500008605,70770.927,71204.609,,42,record.
screen,html.Screen,3_0_1_43,2021-03-07T12:58:48.892Z,,,2,,,,,,355.53599999583093,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- That ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,71560.9500000719,71560.14499999583,71187.962,71201.3750000624,71204.609,71571.385,,43,That
screen,html.Screen,3_0_1_44,2021-03-07T12:58:49.348Z,,,2,,,,,,444.7150000080146,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- night -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,72016.92500000354,72016.10000000801,71554.859,71561.1950000748,71571.385,72021.813,,44,night
screen,html.Screen,3_0_1_45,2021-03-07T12:58:49.756Z,,,2,,,,,,402.19700007521897,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- there<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,72424.83500007074,72424.01000007521,72005.149,72017.16500008479,72021.813,72438.724,,45,there
screen,html.Screen,3_0_1_46,2021-03-07T12:58:50.220Z,,,2,,,,,,449.2110000061075,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>was -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,72888.78000003751,72887.93500000611,72422.101,72425.0849999953,72438.724,72905.688,,46,was
screen,html.Screen,3_0_1_47,2021-03-07T12:58:50.668Z,,,2,,,,,,430.19700006590574,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- scarcely - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,73336.74000005703,73335.8850000659,72889.068,72889.01000004262,72905.688,73339.304,,47,scarcely
screen,html.Screen,3_0_1_48,2021-03-07T12:58:51.118Z,,,2,,,,,,444.4160000649281,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- a ------ ---- -- ----- ---- --- --- -----------<br>-- -------,73786.54500003904,73783.72000006493,73322.683,73336.98000002187,73339.304,73789.598,,48,a
screen,html.Screen,3_0_1_49,2021-03-07T12:58:51.612Z,,,2,,,,,,490.07699999795295,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - square ---- -- ----- ---- --- --- -----------<br>-- -------,74280.52500006743,74279.67499999795,73772.975,73786.79500008002,73789.598,74289.874,,49,square
screen,html.Screen,3_0_1_50,2021-03-07T12:58:52.012Z,,,2,,,,,,389.826000095185,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ inch -- ----- ---- --- --- -----------<br>-- -------,74680.52500009071,74679.70000009518,74273.321,74280.75000003446,74289.874,74690.127,,50,inch
screen,html.Screen,3_0_1_51,2021-03-07T12:58:52.389Z,,,2,,,,,,366.4880000086123,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- of ----- ---- --- --- -----------<br>-- -------,75057.43500008248,75056.6150000086,74673.558,74680.75500009581,74690.127,75073.785,,51,of
screen,html.Screen,3_0_1_52,2021-03-07T12:58:52.852Z,,,2,,,,,,445.82999999742606,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- earth ---- --- --- -----------<br>-- -------,75520.4200000735,75519.61499999743,75057.139,75057.68000008538,75073.785,75524.072,,52,earth
screen,html.Screen,3_0_1_53,2021-03-07T12:58:53.324Z,,,2,,,,,,467.42300008206803,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- that --- --- -----------<br>-- -------,75992.3800000688,75991.49500008207,75507.445,75520.65500000026,75524.072,76007.728,,53,that
screen,html.Screen,3_0_1_54,2021-03-07T12:58:53.748Z,,,2,,,,,,407.75200008333195,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- was --- -----------<br>-- -------,76416.33500007447,76415.48000008333,75991.123,75992.61499999557,76007.728,76424.603,,54,was
screen,html.Screen,3_0_1_55,2021-03-07T12:58:54.156Z,,,2,,,,,,398.732000080985,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- not -----------<br>-- -------,76824.17000003625,76823.33500008099,76408.039,76416.5750000393,76424.603,76858.279,,55,not
screen,html.Screen,3_0_1_56,2021-03-07T12:58:54.652Z,,,2,,,,,,461.0710000052204,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- illuminated<br>-- -------,77320.18999999855,77319.35000000522,76841.598,76824.40500007942,76858.279,77325.262,,56,illuminated
screen,html.Screen,3_0_1_57,2021-03-07T12:58:55.099Z,,,2,,,,,,441.9130000445148,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>by -------,77768.08000006713,77767.17500004452,77308.623,77320.4300000798,77325.262,77775.49,,57,by
screen,html.Screen,3_0_1_58,2021-03-07T12:58:55.508Z,,,2,,,,,,399.745000089737,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- aurora.,78176.13999999594,78175.23500008974,77758.932,77768.32000003196,77775.49,78192.552,,58,aurora.
Item 1,flow.Loop,3_0_1,2021-03-07T12:58:55.508Z,,,,,,,,,26150.061000089743,completion,,,,,,,,,,,,,,,,,,,78176.52000009548,78175.23500008974,52008.616,52009.590000030585,52025.174,78192.552,,,
Question 1,html.Screen,3_0_2,2021-03-07T12:58:59.007Z,,,,,,true,TRUE,,3481.9680000004882,response,,,,1,A,,,,,,TRUE,click #choice-1,,lyrical,,,,,81675.270000007,81674.52000000048,78175.872,78176.72000010498,78192.552,81678.062,,,
Question 2,html.Screen,3_0_3,2021-03-07T12:59:01.094Z,,,,,,true,FALSE,,2084.0330000127724,response,,,,1,A,,,,,,FALSE,click #choice-2,,lyrical,,,,,83762.87000009324,83762.09500001278,81661.391,81675.4100000253,81678.062,83784.499,,,
Item 1,flow.Sequence,3_0,2021-03-07T12:59:01.094Z,,,,,,,,,38741.515000012776,completion,,,,,,,,,,,,,,,,,,,83763.08500010055,83762.09500001278,45004.096,45011.1400000751,45020.58,83784.499,,,
Holding screen,html.Screen,3_1_0,2021-03-07T12:59:08.100Z,,,,,,,,,6999.40800000001,timeout,,,,,,,,,,,,,,,,,,,90768.7750000041,90767.392,83746.135,83763.20000004489,83784.499,90783.907,,,
screen,html.Screen,3_1_1_0,2021-03-07T12:59:08.754Z,,,3,,,,,,638.1330000922317,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,I ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,91422.95000003651,91422.04000009224,90767.392,90769.06500000041,90783.907,91434.442,,0,I
screen,html.Screen,3_1_1_1,2021-03-07T12:59:09.113Z,,,3,,,,,,346.5430000776396,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- agree ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,91781.77500003949,91780.98500007764,91417.92,91423.18500007968,91434.442,91784.732,,1,agree
screen,html.Screen,3_1_1_2,2021-03-07T12:59:09.497Z,,,3,,,,,,380.2430000797176,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- that ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,92165.81500007305,92164.97500007972,91768.083,91782.00000000652,91784.732,92168.312,,2,that
screen,html.Screen,3_1_1_3,2021-03-07T12:59:09.913Z,,,3,,,,,,412.58300002096803,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- California's ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,92581.74500009045,92580.89500002097,92151.678,92166.05500003789,92168.312,92585.252,,3,California's
screen,html.Screen,3_1_1_4,2021-03-07T12:59:10.289Z,,,3,,,,,,371.618000110946,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,"- ----- ---- ------------ ""three ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",92957.73000002373,92956.87000011094,92568.632,92581.98500005528,92585.252,92968.783,,4,"""three"
screen,html.Screen,3_1_1_5,2021-03-07T12:59:10.713Z,,,3,,,,,,411.9020000983146,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ strikes --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,93381.3749999972,93380.68500009831,92952.21,92957.97000010498,92968.783,93385.72,,5,strikes
screen,html.Screen,3_1_1_6,2021-03-07T12:59:11.145Z,,,3,,,,,,426.9850000475708,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- and ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,93813.51000000723,93812.70500004757,93369.145,93381.5750000067,93385.72,93819.374,,6,and
screen,html.Screen,3_1_1_7,2021-03-07T12:59:11.577Z,,,3,,,,,,425.1960000971594,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- you're ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,94245.42000005022,94244.57000009716,93802.773,93813.75000008848,93819.374,94252.885,,7,you're
screen,html.Screen,3_1_1_8,2021-03-07T12:59:11.977Z,,,3,,,,,,391.62500001282024,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,"- ----- ---- ------------ ------ ------- --- ------ out""<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",94645.3750000801,94644.51000001281,94236.394,94245.6550000934,94252.885,94653.214,,8,"out"""
screen,html.Screen,3_1_1_9,2021-03-07T12:59:12.425Z,,,3,,,,,,439.17600000524544,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>law ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,95093.21000007913,95092.39000000525,94636.619,94645.61500004493,94653.214,95103.405,,9,law
screen,html.Screen,3_1_1_10,2021-03-07T12:59:12.897Z,,,3,,,,,,460.9050000452262,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- will -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,95565.15500007663,95564.31000004523,95086.938,95093.43500004616,95103.405,95570.405,,10,will
screen,html.Screen,3_1_1_11,2021-03-07T12:59:13.385Z,,,3,,,,,,481.915000017063,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- be - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,96053.1600000104,96052.32000001706,95553.876,95565.39000000339,95570.405,96070.825,,11,be
screen,html.Screen,3_1_1_12,2021-03-07T12:59:13.856Z,,,3,,,,,,453.37500010170334,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- a --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,96525.03500005696,96524.2000001017,96037.572,96053.40000009164,96070.825,96537.729,,12,a
screen,html.Screen,3_1_1_13,2021-03-07T12:59:14.320Z,,,3,,,,,,450.4410000259959,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - financial -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,96988.78000001423,96988.170000026,96521.179,96525.26500006206,96537.729,97004.823,,13,financial
screen,html.Screen,3_1_1_14,2021-03-07T12:59:14.784Z,,,3,,,,,,447.2520000374352,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- disaster --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,97452.92000006884,97452.07500003744,96988.185,96988.94500010647,97004.823,97455.116,,14,disaster
screen,html.Screen,3_1_1_15,2021-03-07T12:59:15.256Z,,,3,,,,,,468.964000026157,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- for --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,97924.92500005756,97924.08000002615,97438.483,97453.15000007395,97455.116,97938.711,,15,for
screen,html.Screen,3_1_1_16,2021-03-07T12:59:15.808Z,,,3,,,,,,537.1790000015317,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- taxpayers --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,98476.665000082,98475.89000000153,97922.135,97925.16000010073,97938.711,98489.035,,16,taxpayers
screen,html.Screen,3_1_1_17,2021-03-07T12:59:16.176Z,,,3,,,,,,354.940000083443,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- who ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,98844.84000003431,98843.97500008345,98472.495,98476.95000004023,98489.035,98855.987,,17,who
screen,html.Screen,3_1_1_18,2021-03-07T12:59:16.600Z,,,3,,,,,,411.9080000554386,response,,,,2,A,,,,,,Space,keypress(Space),,lyrical,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- care<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,99268.75500008464,99267.89500005543,98839.401,98845.07999999914,98855.987,99272.973,,18,care
