sender,sender_type,sender_id,timestamp,meta,,Provo_ID,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,music_genres,offensiveness,pleasantness,position_correct,preference,response,response_action,song_name,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,3_0_1_38,2021-03-07T04:20:09.188Z,,,7,,,,,,464.0349999998871,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>from ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,87197.29499996174,87196.50499999989,86715.952,86725.68999999203,86732.47,87199.548,,38,from
screen,html.Screen,3_0_1_39,2021-03-07T04:20:09.604Z,,,7,,,,,,412.9269999726239,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- which --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,87613.30999998609,87612.47499997262,87182.952,87197.54500000272,87199.548,87616.501,,39,which
screen,html.Screen,3_0_1_40,2021-03-07T04:20:10.044Z,,,7,,,,,,435.97900001301605,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- she --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,88053.35000000196,88052.48000001302,87599.878,87613.55499998899,87616.501,88066.796,,40,she
screen,html.Screen,3_0_1_41,2021-03-07T04:20:10.492Z,,,7,,,,,,433.9989999999234,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- had ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,88501.57999998191,88500.79499999993,88050.175,88053.60499996459,88066.796,88517.091,,41,had
screen,html.Screen,3_0_1_42,2021-03-07T04:20:10.916Z,,,7,,,,,,407.1439999840368,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- just ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,88925.0400000019,88924.23499998404,88500.454,88501.82000000495,88517.091,88933.957,,42,just
screen,html.Screen,3_0_1_43,2021-03-07T04:20:11.404Z,,,7,,,,,,478.1779999913997,response,,,,3,,,,,,Space,keypress(Space),,,,,"------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- come, -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----",89412.93499997118,89412.1349999914,88917.392,88925.270000007,88933.957,89417.677,,43,"come,"
screen,html.Screen,3_0_1_44,2021-03-07T04:20:11.876Z,,,7,,,,,,466.4229999665695,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- or -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,89884.91500000237,89884.09999996657,89401.01,89413.16999995615,89417.677,89901.325,,44,or
screen,html.Screen,3_0_1_45,2021-03-07T04:20:12.387Z,,,7,,,,,,494.69000000572123,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- anything --- --- ---- ----<br>------- ------ --- ------ --- --- -----,90396.81499998551,90396.01500000572,89884.712,89885.14500000747,89901.325,90401.65,,45,anything
screen,html.Screen,3_0_1_46,2021-03-07T04:20:12.835Z,,,7,,,,,,442.27499999376596,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- she --- ---- ----<br>------- ------ --- ------ --- --- -----,90844.8099999805,90843.92499999376,90385.004,90397.06499996828,90401.65,90851.834,,46,she
screen,html.Screen,3_0_1_47,2021-03-07T04:20:13.299Z,,,7,,,,,,456.035999960528,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- had ---- ----<br>------- ------ --- ------ --- --- -----,91308.6749999784,91307.86999996053,90835.324,90845.07499996107,90851.834,91318.862,,47,had
screen,html.Screen,3_0_1_48,2021-03-07T04:20:13.763Z,,,7,,,,,,453.04800001039985,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ever ----<br>------- ------ --- ------ --- --- -----,91772.73500000592,91771.9100000104,91302.292,91308.91500000143,91318.862,91785.862,,48,ever
screen,html.Screen,3_0_1_49,2021-03-07T04:20:14.291Z,,,7,,,,,,513.8679999697197,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- seen<br>------- ------ --- ------ --- --- -----,92300.49499997403,92299.72999996971,91769.269,91772.98000000883,91785.862,92302.894,,49,seen
screen,html.Screen,3_0_1_50,2021-03-07T04:20:14.764Z,,,7,,,,,,469.7009999876318,response,,,,3,,,,,,Space,keypress(Space),,,,,"------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>before, ------ --- ------ --- --- -----",92773.4449999989,92772.59499998763,92286.283,92300.73499999708,92302.894,92786.504,,50,"before,"
screen,html.Screen,3_0_1_51,2021-03-07T04:20:15.267Z,,,7,,,,,,489.1409999869793,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- except --- ------ --- --- -----,93276.38499997556,93275.64499998698,92769.94,92773.6900000018,92786.504,93286.826,,51,except
screen,html.Screen,3_0_1_52,2021-03-07T04:20:15.691Z,,,7,,,,,,412.5489999674028,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ the ------ --- --- -----,93700.16999996733,93699.3749999674,93270.266,93276.61999996053,93286.826,93703.818,,52,the
screen,html.Screen,3_0_1_53,2021-03-07T04:20:16.147Z,,,7,,,,,,451.62699998213793,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- shaggy --- --- -----,94156.2200000044,94155.44499998214,93687.183,93700.40999999037,93703.818,94170.798,,53,shaggy
screen,html.Screen,3_0_1_54,2021-03-07T04:20:16.565Z,,,7,,,,,,400.6320000108826,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ man --- -----,94574.28999996046,94571.43000001088,94154.18,94156.4650000073,94170.798,94587.736,,54,man
screen,html.Screen,3_0_1_55,2021-03-07T04:20:16.971Z,,,7,,,,,,391.63899999533896,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- and -----,94980.21499998868,94979.37499999534,94571.097,94574.54999996116,94587.736,94987.876,,55,and
screen,html.Screen,3_0_1_56,2021-03-07T04:20:17.459Z,,,7,,,,,,479.3390000114887,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- Toto.,95468.1049999781,95467.21500001149,94971.356,94980.45999999158,94987.876,95471.637,,56,Toto.
Item 3,flow.Loop,3_0_1,2021-03-07T04:20:17.459Z,,,,,,,,,35485.66600001149,completion,,,,,,,,,,,,,,,,,95468.57500000624,95467.21500001149,59964.997,59967.03499997966,59981.549,95471.637,,,
Question 1,html.Screen,3_0_2,2021-03-07T04:20:21.247Z,,,,,,false,TRUE,,3783.8579999903304,response,,,,,,,,,,FALSE,click #choice-2,,,,,,99256.21500000125,99255.49499999033,95455.036,95468.76999997767,95471.637,99257.385,,,
Question 2,html.Screen,3_0_3,2021-03-07T04:20:21.975Z,,,,,,false,FALSE,,726.0050000085175,response,,,,,,,,,,TRUE,click #choice-1,,,,,,99984.13999995682,99983.39000000851,99240.789,99256.3599999994,99257.385,99991.256,,,
Item 3,flow.Sequence,3_0,2021-03-07T04:20:21.975Z,,,,,,,,,47006.28500000851,completion,,,,,,,,,,,,,,,,,99984.3450000044,99983.39000000851,52960.434,52953.06999998866,52977.105,99991.256,,,
Holding screen,html.Screen,3_1_0,2021-03-07T04:20:28.971Z,,,,,,,,,7004.437000000005,timeout,,,,,,,,,,,,,,,,,106979.92499999236,106979.171,99974.586,99984.46999996668,99991.256,106995.693,,,
screen,html.Screen,3_1_1_0,2021-03-07T04:20:29.626Z,,,3,,,,,,638.6319999918051,response,,,,2,,,,,,Space,keypress(Space),,,,,I ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,107635.22999995621,107634.3249999918,106979.171,106980.24999996414,106995.693,107646.239,,0,I
screen,html.Screen,3_1_1_1,2021-03-07T04:20:30.097Z,,,3,,,,,,459.1059999890276,response,,,,2,,,,,,Space,keypress(Space),,,,,- agree ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,108106.1800000025,108105.34499998903,107629.686,107635.48499997705,107646.239,108113.104,,1,agree
screen,html.Screen,3_1_1_2,2021-03-07T04:20:30.729Z,,,3,,,,,,624.0959999741026,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- that ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,108737.9849999561,108737.19999997411,108096.577,108106.4100000076,108113.104,108746.883,,2,that
screen,html.Screen,3_1_1_3,2021-03-07T04:20:31.240Z,,,3,,,,,,502.1770000019169,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- California's ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,109249.8149999883,109249.06000000192,108730.404,108738.2149999612,108746.883,109263.963,,3,California's
screen,html.Screen,3_1_1_4,2021-03-07T04:20:31.968Z,,,3,,,,,,713.0169999776263,response,,,,2,,,,,,Space,keypress(Space),,,,,"- ----- ---- ------------ ""three ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",109977.82500000903,109976.97999997763,109247.393,109250.04000001354,109263.963,109981.155,,4,"""three"
screen,html.Screen,3_1_1_5,2021-03-07T04:20:32.592Z,,,3,,,,,,619.5949999832374,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ strikes --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,110601.53499996522,110600.74999998324,109964.552,109978.06499997387,109981.155,110614.833,,5,strikes
screen,html.Screen,3_1_1_6,2021-03-07T04:20:33.056Z,,,3,,,,,,450.0220000041736,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- and ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,111065.6500000041,111064.85500000417,110598.337,110601.76499997033,110614.833,111081.863,,6,and
screen,html.Screen,3_1_1_7,2021-03-07T04:20:33.728Z,,,3,,,,,,654.7269999858836,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- you're ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,111737.3549999902,111736.58999998588,111065.237,111065.8650000114,111081.863,111748.905,,7,you're
screen,html.Screen,3_1_1_8,2021-03-07T04:20:34.392Z,,,3,,,,,,651.6649999979709,response,,,,2,,,,,,Space,keypress(Space),,,,,"- ----- ---- ------------ ------ ------- --- ------ out""<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",112401.33500000229,112400.56999999797,111732.366,111737.55999997957,111748.905,112416.097,,8,"out"""
screen,html.Screen,3_1_1_9,2021-03-07T04:20:34.880Z,,,3,,,,,,472.4179999987391,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>law ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,112889.35999997193,112888.51499999873,112399.436,112401.55000000959,112416.097,112899.598,,9,law
screen,html.Screen,3_1_1_10,2021-03-07T04:20:35.408Z,,,3,,,,,,516.8069999672007,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- will -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,113417.13499999605,113416.4049999672,112883.092,112889.58999997703,112899.598,113433.416,,10,will
screen,html.Screen,3_1_1_11,2021-03-07T04:20:36.008Z,,,3,,,,,,582.9239999728452,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- be - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,114017.15999998851,114016.33999997284,113416.794,113417.35999996308,113433.416,114033.812,,11,be
screen,html.Screen,3_1_1_12,2021-03-07T04:20:36.512Z,,,3,,,,,,486.4729999768606,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- a --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,114521.02499996545,114520.28499997687,114017.195,114017.37999997567,114033.812,114534.111,,12,a
screen,html.Screen,3_1_1_13,2021-03-07T04:20:37.096Z,,,3,,,,,,570.0639999858395,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - financial -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,115104.98999996344,115104.17499998584,114517.51,114521.24999999069,114534.111,115117.852,,13,financial
screen,html.Screen,3_1_1_14,2021-03-07T04:20:37.639Z,,,3,,,,,,530.2280000135797,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- disaster --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,115648.80999998422,115648.08000001358,115101.235,115105.21499998868,115117.852,115651.524,,14,disaster
screen,html.Screen,3_1_1_15,2021-03-07T04:20:38.415Z,,,3,,,,,,772.4709999609913,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- for --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,116424.794999999,116423.994999961,115634.908,115649.02999997139,115651.524,116435.272,,15,for
screen,html.Screen,3_1_1_16,2021-03-07T04:20:39.103Z,,,3,,,,,,676.5829999664566,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- taxpayers --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,117112.68999997992,117111.85499996645,116418.808,116425.01999996603,116435.272,117119.068,,16,taxpayers
screen,html.Screen,3_1_1_17,2021-03-07T04:20:39.680Z,,,3,,,,,,569.3970000138215,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- who ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,117689.24499995774,117688.46500001382,117102.562,117112.91500000516,117119.068,117702.832,,17,who
screen,html.Screen,3_1_1_18,2021-03-07T04:20:40.207Z,,,3,,,,,,512.6979999867617,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- care<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,118216.28499997314,118215.52999998676,117686.276,117689.46500000311,117702.832,118219.873,,18,care
screen,html.Screen,3_1_1_19,2021-03-07T04:20:40.711Z,,,3,,,,,,499.6469999841793,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>about --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,118720.28999996837,118719.51999998419,118203.251,118216.49500000058,118219.873,118736.814,,19,about
screen,html.Screen,3_1_1_20,2021-03-07T04:20:41.239Z,,,3,,,,,,510.690999977538,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- education --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,119248.28499997966,119247.50499997754,118720.264,118720.50499997567,118736.814,119253.789,,20,education
screen,html.Screen,3_1_1_21,2021-03-07T04:20:41.799Z,,,3,,,,,,553.730999973006,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- and ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,119808.36999998428,119807.51999997301,119237.269,119248.50499996683,119253.789,119820.891,,21,and
screen,html.Screen,3_1_1_22,2021-03-07T04:20:42.311Z,,,3,,,,,,498.47899998287903,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- other ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,120320.19499997841,120319.36999998288,119804.278,119808.58499999158,119820.891,120337.925,,22,other
screen,html.Screen,3_1_1_23,2021-03-07T04:20:42.903Z,,,3,,,,,,573.3599999801227,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- vital --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,120912.06499998225,120911.28499998013,120304.603,120320.40999998571,120337.925,120921.615,,23,vital
screen,html.Screen,3_1_1_24,2021-03-07T04:20:43.439Z,,,3,,,,,,525.5449999815173,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- services. --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,121447.94499996351,121447.15999998152,120905.055,120912.27999998955,120921.615,121455.317,,24,services.
screen,html.Screen,3_1_1_25,2021-03-07T04:20:43.991Z,,,3,,,,,,543.8079999729962,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- But ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,121999.91499999305,121999.12499997299,121438.713,121448.16999998875,121455.317,122005.553,,25,But
screen,html.Screen,3_1_1_26,2021-03-07T04:20:44.534Z,,,3,,,,,,537.4269999692478,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- it's --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,122543.72999997577,122542.97999996925,121989.103,122000.13000000035,122005.553,122555.986,,26,it's
screen,html.Screen,3_1_1_27,2021-03-07T04:20:45.030Z,,,3,,,,,,483.00399997181376,response,,,,2,,,,,,Space,keypress(Space),,,,,- ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- far ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,123039.80999998748,123038.98999997182,122539.342,122543.94999996293,122555.986,123056.382,,27,far
